Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price,Recent Price
Comcast corp.  class a,CMCSA,"",317588834.0,18108914000.0,0.503315,0.5051,23,-64767.0,-0.020389,reduction,6.9338107,Q3 2007,COMMUNICATIONS,13F,06/30/2021,37.32,51.43
Cisco systems  inc.,CSCO,"",340829610.0,18063968000.0,0.502066,0.5091,24,5849767.0,1.746304,addition,8.0808665,Q3 2007,INFORMATION TECHNOLOGY,13F,06/30/2021,35.3188,55.97
Exxonmobil corp. (standard oil of new jersey),XOM,"",269820311.0,17020266000.0,0.473058,0.464,25,-12995431.0,-4.595017,reduction,6.3733625,Q3 2007,ENERGY,13F,06/30/2021,79.84,64.47
Verizon communications (bell atlantic corp.),VZ,"",296422418.0,16608549000.0,0.461614,0.5219,26,-8948031.0,-2.930222,reduction,7.1597612,Q3 2007,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2021,50.01,52.99
Ishares core msci total international stock etf-ishares core msci total international stock etf,IXUS,"",218067751.0,15984366000.0,0.444266,0.4307,27,9520878.0,4.565342,addition,No Data,Q2 2015,FINANCE,13F,06/30/2021,56.6693,73.07
Pfizer  inc.,PFE,"",407048272.0,15940011000.0,0.443033,0.432,28,1314302.0,0.323932,addition,7.2600481,Q3 2007,HEALTH CARE,13F,06/30/2021,32.6112,43.74
Abbott laboratories,ABT,"",132190774.0,15324878000.0,0.425936,0.4722,29,-1883532.0,-1.404842,reduction,7.4565366,Q3 2007,HEALTH CARE,13F,06/30/2021,51.79,128.89
Salesforce.com inc.,CRM,"",60984878.0,14896776000.0,0.414038,0.4053,30,-4098724.0,-6.297629,reduction,6.2293032,Q3 2007,INFORMATION TECHNOLOGY,13F,06/30/2021,108.96,299.69
Pepsico inc. (loft  inc.),PEP,"",100077295.0,14828451000.0,0.412139,0.4168,31,-179347.0,-0.178888,reduction,7.2408807,Q3 2007,CONSUMER STAPLES,13F,06/30/2021,112.47,161.6
At&t inc. (southwestern bell - sbc corp.),T,"",508851017.0,14644734000.0,0.407033,0.4378,32,16734100.0,3.400432,addition,7.1267649,Q3 2007,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2021,38.5575,25.26
Merck & co,MRK,"",187155493.0,14555084000.0,0.404541,0.4394,33,-16081480.68,-7.912675,reduction,7.3934330,Q3 2007,HEALTH CARE,13F,06/30/2021,61.68,88.05
Thermo fisher scientific  inc.,TMO,"",28754142.0,14505602000.0,0.403166,0.3931,34,-557677.0,-1.902567,reduction,7.3087851,Q3 2007,HEALTH CARE,13F,06/30/2021,186.42,633.07
Coca cola co.,KO,"",267092781.0,14452387000.0,0.401686,0.4372,35,-15158896.0,-5.370702,reduction,6.1946327,Q3 2007,CONSUMER STAPLES,13F,06/30/2021,43.34,56.37
Netflix inc,NFLX,"",27242579.0,14389801000.0,0.399947,0.4416,36,-1564569.0,-5.431183,reduction,6.1663393,Q2 2009,COMMUNICATIONS,13F,06/30/2021,181.36,690.31
Chevron corp. (standard oil of california),CVX,"",136355706.0,14281898000.0,0.396948,0.4066,37,4339477.0,3.287078,addition,7.0507712,Q3 2007,ENERGY,13F,06/30/2021,106.1923,114.49
Spdr s&p 500 etf trust,SPY,CALL,33235000.0,14226571000.0,0.39541,0.284,38,8856900.0,36.331379,addition,No Data,Q4 2012,FINANCE,13F,06/30/2021,,459.25
Lilly (eli) & co.,LLY,"",60927657.0,13984117000.0,0.388671,0.3243,39,1856395.0,3.142636,addition,6.3530803,Q3 2007,HEALTH CARE,13F,06/30/2021,92.1568,254.76
Nike inc.,NKE,"",89911057.0,13890362000.0,0.386066,0.3696,40,-4725845.0,-4.99366,reduction,7.0348162,Q3 2007,CONSUMER DISCRETIONARY,13F,06/30/2021,62.17,167.29
Abbvie inc,ABBV,"",122591994.0,13808761000.0,0.383798,0.4027,41,-4024003.0,-3.178116,reduction,6.9409243,Q1 2013,HEALTH CARE,13F,06/30/2021,74.06,114.67
Texas instruments  inc.,TXN,"",71027719.0,13658630000.0,0.379625,0.3942,42,58668.0,0.082667,addition,7.6935606,Q3 2007,INFORMATION TECHNOLOGY,13F,06/30/2021,85.3784,187.48
Accenture plc,ACN,"",46031720.0,13569688000.0,0.377153,0.3916,43,-2197788.0,-4.556936,reduction,6.9071928,Q3 2007,INFORMATION TECHNOLOGY,13F,06/30/2021,135.02,358.79
Wells fargo & co.  (northwest bancorporation),WFC,"",298989029.0,13541213000.0,0.376362,0.3256,44,15384776.0,5.424734,addition,7.2331914,Q3 2007,FINANCE,13F,06/30/2021,52.1764,51.16
Medtronic plc,MDT,"",104616309.0,12986022000.0,0.360931,0.3706,45,-2138321.0,-2.003024,reduction,7.7845066,Q3 2007,HEALTH CARE,13F,06/30/2021,83.09,119.86
Broadcom ltd. (avago technologies),AVGO,"",27045695.0,12896469000.0,0.358442,0.3716,46,-225075.0,-0.825334,reduction,6.5923305,Q3 2009,INFORMATION TECHNOLOGY,13F,06/30/2021,234.05,531.67
Walmart inc,WMT,"",90061853.0,12700522000.0,0.352996,0.3507,47,2205438.0,2.510275,addition,3.2297624,Q3 2007,CONSUMER STAPLES,13F,06/30/2021,76.9679,149.42
Danaher corp.,DHR,"",44260836.0,11877836000.0,0.33013,0.3002,48,-1124407.0,-2.477473,reduction,6.1998687,Q4 2019,HEALTH CARE,13F,06/30/2021,157.83,311.77
Costco co.,COST,"",29955779.0,11852604000.0,0.329429,0.3079,49,229495.0,0.772027,addition,6.7762663,Q3 2007,CONSUMER STAPLES,13F,06/30/2021,192.2108,491.54
Mcdonalds corp.,MCD,"",50798802.0,11734014000.0,0.326133,0.339,50,-663790.0,-1.28985,reduction,6.8022066,Q3 2007,CONSUMER DISCRETIONARY,13F,06/30/2021,137.05,245.55
Bristol-myers squibb co,BMY,"",175100707.0,11700230000.0,0.325194,0.3273,51,-1309341.0,-0.742215,reduction,7.8799172,Q3 2007,HEALTH CARE,13F,06/30/2021,57.01,58.4
Amgen  inc.,AMGN,"",47824902.0,11657320000.0,0.324001,0.3566,52,-947172.0,-1.942038,reduction,8.4220664,Q3 2007,HEALTH CARE,13F,06/30/2021,168.74,206.97
Intuit  inc.,INTU,"",23431661.0,11485499000.0,0.319225,0.2606,53,285308.0,1.232626,addition,8.5801368,Q4 2007,INFORMATION TECHNOLOGY,13F,06/30/2021,169.0482,625.99
Qualcomm inc.,QCOM,"",80250408.0,11470191000.0,0.3188,0.3258,54,-3349515.0,-4.006601,reduction,7.1143979,Q3 2007,INFORMATION TECHNOLOGY,13F,06/30/2021,65.13,133.04
Citigroup  inc.,C,"",159955065.0,11316822000.0,0.314537,0.3425,55,-249515.0,-0.155748,reduction,7.8920581,Q3 2007,FINANCE,13F,06/30/2021,78.36,69.16
Nextera energy inc.,NEE,"",152741747.0,11192913000.0,0.311093,0.3377,56,768026.0,0.505368,addition,7.7872050,Q3 2007,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2021,66.6734,85.33
Morgan stanley,MS,"",120525147.0,11050949000.0,0.307148,0.2724,57,1162612.0,0.974018,addition,6.4777918,Q3 2007,FINANCE,13F,06/30/2021,49.6792,102.78
United parcel service  inc. class b,UPS,"",52714815.0,10963099000.0,0.304706,0.2699,58,-1312927.0,-2.430098,reduction,7.2381666,Q3 2007,TRANSPORTS,13F,06/30/2021,117.62,213.47
Applied materials inc.,AMAT,"",73481107.0,10463707000.0,0.290826,0.2927,59,-1072789.0,-1.438944,reduction,8.1380870,Q4 2008,INFORMATION TECHNOLOGY,13F,06/30/2021,43.77,136.65
Lowes companies  inc.,LOW,"",50858932.0,9865107000.0,0.274189,0.3013,60,-3048030.0,-5.654242,reduction,7.3449640,Q3 2008,CONSUMER DISCRETIONARY,13F,06/30/2021,82.97,233.82
Union pacific corp.,UNP,"",44795382.0,9851847000.0,0.27382,0.3031,61,-2001801.0,-4.27761,reduction,6.8691622,Q3 2007,TRANSPORTS,13F,06/30/2021,112.47,241.4
Target corp.,TGT,"",40515802.0,9794290000.0,0.27222,0.2257,62,1747686.0,4.50805,addition,8.1896430,Q4 2008,CONSUMER DISCRETIONARY,13F,06/30/2021,78.5181,259.62
Oracle corp,ORCL,"",123637101.0,9623912000.0,0.267485,0.2657,63,-5186734.0,-4.026222,reduction,4.5153038,Q3 2007,INFORMATION TECHNOLOGY,13F,06/30/2021,44.63,95.94
International business machines corp.,IBM,"",63805232.0,9353208000.0,0.259961,0.2518,64,-480984.0,-0.748191,reduction,7.1185767,Q3 2007,INFORMATION TECHNOLOGY,13F,06/30/2021,166.26,125.1
American tower corp.  class a,AMT,"",34176835.0,9232530000.0,0.256607,0.2428,65,-379758.0,-1.098945,reduction,7.5090607,Q3 2007,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2021,140.99,281.97
Philip morris international inc,PM,"",91393456.0,9058006000.0,0.251756,0.2349,66,1318842.0,1.464166,addition,5.8640543,Q2 2008,CONSUMER STAPLES,13F,06/30/2021,107.172,94.54
Prologis  inc.,PLD,"",74633922.0,8920993000.0,0.247948,0.2337,67,-372397.0,-0.496488,reduction,10.0958838,Q4 2008,REAL ESTATE,13F,06/30/2021,61.69,144.96
Goldman sachs group inc,GS,"",23048469.0,8747586000.0,0.243128,0.2065,68,1559063.0,7.255031,addition,6.8373304,Q3 2007,FINANCE,13F,06/30/2021,237.9329,413.35
Honeywell international inc. (allied chemical and dye - allied signal),HON,"",39762160.0,8721829000.0,0.242413,0.2786,69,-3912642.0,-8.95858,reduction,5.7592993,Q3 2007,INDUSTRIALS,13F,06/30/2021,128.18,218.62
Blackrock inc. class a,BLK,"",9903465.0,8665235000.0,0.24084,0.2182,70,56702.0,0.575844,addition,6.5070556,Q2 2009,FINANCE,13F,06/30/2021,432.319,943.46
Raytheon technologies corp. (united technologies),RTX,"",101281232.0,8640301000.0,0.240147,0.2308,71,-332944.0,-0.327655,reduction,6.7168051,Q3 2007,INDUSTRIALS,13F,06/30/2021,67.06,88.86
Gilead sciences inc.,GILD,"",123804538.0,8525183000.0,0.236947,0.2369,72,-918595.0,-0.736507,reduction,9.8742707,Q3 2007,HEALTH CARE,13F,06/30/2021,68.12,64.88
Servicenow inc,NOW,"",15467737.0,8500295000.0,0.236255,0.2362,73,-599559.0,-3.731549,reduction,7.8080449,Q3 2012,INFORMATION TECHNOLOGY,13F,06/30/2021,171.05,697.76
Starbucks corp.,SBUX,"",75012726.0,8387173000.0,0.233111,0.2478,74,-2157078.0,-2.795236,reduction,6.3618629,Q4 2008,CONSUMER DISCRETIONARY,13F,06/30/2021,57.8,106.07
Anthem inc,ANTM,"",21568549.0,8234871000.0,0.228878,0.2332,75,-538279.0,-2.434899,reduction,8.8462591,Q3 2007,HEALTH CARE,13F,06/30/2021,173.27,435.13
Charles schwab corp,SCHW,"",112447685.0,8187314000.0,0.227556,0.2065,76,4670450.0,4.333429,addition,6.2227122,Q4 2007,FINANCE,13F,06/30/2021,44.2669,82.03
Intuitive surgical inc,ISRG,"",26513646.0,8127669000.0,0.225899,0.1949,77,-413394.0,-1.535237,reduction,7.4273693,Q1 2009,HEALTH CARE,13F,06/30/2021,174.73,361.13
Cvs health corp. (melville shoe),CVS,"",96490010.0,8051125000.0,0.223771,0.2091,78,1927510.0,2.038345,addition,7.3122050,Q3 2007,CONSUMER STAPLES,13F,06/30/2021,73.4634,89.28
American express co,AXP,"",48691683.0,8045326000.0,0.22361,0.1926,79,2355868.0,5.084335,addition,6.1291107,Q3 2007,FINANCE,13F,06/30/2021,87.3021,173.78
Advanced micro devices inc,AMD,"",85529419.0,8033779000.0,0.223289,0.2012,80,-1680516.0,-1.926978,reduction,7.0512669,Q4 2008,INFORMATION TECHNOLOGY,13F,06/30/2021,23.89,120.23
Caterpillar inc.,CAT,"",36888853.0,8028123000.0,0.223132,0.2373,81,2064453.0,5.92818,addition,6.7380412,Q3 2007,INDUSTRIALS,13F,06/30/2021,105.0537,204.01
3m co. (minnesota mining & manufacturing),MMM,"",39891035.0,7923555000.0,0.220226,0.2244,82,265185.0,0.669222,addition,6.8939505,Q3 2007,INDUSTRIALS,13F,06/30/2021,187.5045,178.68
General electric co,GE,"",70731201.13,7616334000.0,0.211687,0.2187,83,-117736.25,-0.166179,reduction,51.4408735,Q3 2007,INDUSTRIALS,13F,06/30/2021,31.98,104.87
Boeing company,BA,"",30796775.0,7377675000.0,0.205053,0.2384,84,-1055221.0,-3.312888,reduction,5.2540604,Q3 2007,INDUSTRIALS,13F,06/30/2021,190.48,207.03
Deere & co.,DE,"",20801585.0,7336927000.0,0.203921,0.2203,85,764593.0,3.815907,addition,6.7088582,Q3 2007,INDUSTRIALS,13F,06/30/2021,128.9389,342.31
Lam research corp.,LRCX,"",11237031.0,7311936000.0,0.203226,0.2043,86,-442072.0,-3.785154,reduction,7.9159842,Q3 2007,INFORMATION TECHNOLOGY,13F,06/30/2021,159.37,563.57
Micron technology  inc.,MU,"",84964567.0,7220291000.0,0.200679,0.2234,87,-1228845.0,-1.425683,reduction,7.5473505,Q3 2007,INFORMATION TECHNOLOGY,13F,06/30/2021,36.46,69.1
Fidelity national information services inc,FIS,"",50920609.0,7213922000.0,0.200502,0.1944,88,3877705.0,8.242912,addition,8.2437065,Q4 2008,FINANCE,13F,06/30/2021,110.1021,110.74
S&p global inc. (mcgraw-hill inc.),SPGI,"",17457697.0,7165512000.0,0.199157,0.1832,89,-205136.0,-1.161399,reduction,7.2438577,Q4 2008,COMMUNICATIONS,13F,06/30/2021,154.21,474.16
Linde plc (praxair inc.),LIN,"",24636239.0,7122336000.0,0.197957,0.2613,90,-7100317.0,-22.372676,reduction,4.7706621,Q4 2007,MATERIALS,13F,06/30/2021,142.53,319.2
Zoetis  inc.,ZTS,"",38148300.0,7109317000.0,0.197595,0.1827,91,-1319845.0,-3.344077,reduction,8.0491122,Q1 2013,HEALTH CARE,13F,06/30/2021,70.0,216.2
Analog devices inc,ADI,"",43081590.0,7020145090.5,0.195116,0.1414,92,13577451.0,46.018801,addition,11.7001391,,INFORMATION TECHNOLOGY,13G,08/31/2021,,173.49
Conocophillips (phillips petroleum),COP,"",112123146.0,6828298000.0,0.189784,0.1668,93,4978016.0,4.64605,addition,8.3731347,Q3 2007,ENERGY,13F,06/30/2021,50.0444,74.49
Cigna holding co,CI,"",28738357.0,6813003000.0,0.189359,0.2103,94,-865465.0,-2.923491,reduction,8.4497853,Q3 2007,HEALTH CARE,13F,06/30/2021,167.18,213.61
General motors co,GM,"",112268186.0,6642907000.0,0.184632,0.1823,95,4323775.0,4.005557,addition,7.7334397,Q4 2010,CONSUMER DISCRETIONARY,13F,06/30/2021,36.1328,54.43
Lockheed martin corp.,LMT,"",16956127.0,6415353000.0,0.178307,0.1769,96,662580.0,4.066518,addition,6.1231915,Q3 2007,INDUSTRIALS,13F,06/30/2021,276.002,332.32
Equinix inc,EQIX,"",7983827.0,6407816000.0,0.178097,0.1462,97,665274.0,9.09024,addition,8.8956085,Q2 2009,INFORMATION TECHNOLOGY,13F,06/30/2021,475.2655,837.07
Charter communications inc,CHTR,"",8842949.0,6379747000.0,0.177317,0.1734,98,-719990.0,-7.528962,reduction,4.8105989,Q3 2010,COMMUNICATIONS,13F,06/30/2021,322.62,674.89
Crown castle international corp,CCI,"",31057089.0,6059238000.0,0.168409,0.1548,99,457321.0,1.494524,addition,7.1858749,Q1 2009,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2021,103.2625,180.3
Automatic data processing inc,ADP,"",30402809.0,6038605000.0,0.167836,0.169,100,-111278.0,-0.364677,reduction,7.1921293,Q4 2008,INFORMATION TECHNOLOGY,13F,06/30/2021,106.61,224.49
Stryker corp.,SYK,"",23168204.0,6017476000.0,0.167248,0.1761,101,-1437046.0,-5.840404,reduction,6.1438433,Q3 2007,HEALTH CARE,13F,06/30/2021,139.03,266.07
T-mobile us inc,TMUS,"",40686690.0,5892654000.0,0.163779,0.1479,102,527815.0,1.314317,addition,3.2602394,Q2 2013,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2021,84.7595,115.03
Newmont mining corp. (holding co.),NEM,"",91759511.0,5815719000.0,0.161641,0.1695,103,-3939154.0,-4.116206,reduction,11.4824817,Q3 2007,MATERIALS,13F,06/30/2021,36.02,54.0
Altria group  inc. (philip morris),MO,"",121788364.0,5806869000.0,0.161395,0.2086,104,-16973848.0,-12.232327,reduction,6.6042961,Q3 2007,CONSUMER STAPLES,13F,06/30/2021,66.3,44.11
Idexx laboratories inc.,IDXX,"",8612415.0,5802700730.4,0.161279,0.1455,105,337524.0,4.078894,addition,10.1232097,,HEALTH CARE,13G,08/31/2021,,666.14
Booking holdings inc. (priceline),BKNG,"",2619860.0,5732489000.0,0.159328,0.1947,106,-223820.0,-7.870787,reduction,6.3805897,Q3 2007,CONSUMER DISCRETIONARY,13F,06/30/2021,1761.43,2420.78
Capital one financial corp,COF,"",36741415.0,5683530000.0,0.157967,0.134,107,902651.0,2.518644,addition,8.2358846,Q3 2007,FINANCE,13F,06/30/2021,88.5362,151.03
Mondelez international inc. (kraft foods),MDLZ,"",90039986.0,5622097000.0,0.156259,0.1615,108,-3830049.0,-4.080161,reduction,6.4414696,Q3 2007,CONSUMER STAPLES,13F,06/30/2021,43.48,60.74
Marsh & mclennan companies  inc.,MMC,"",39633141.0,5575591000.0,0.154967,0.1464,109,-1257547.0,-3.075387,reduction,7.8229594,Q4 2007,FINANCE,13F,06/30/2021,76.02,166.8
Tjx companies inc.,TJX,"",82154104.0,5538830000.0,0.153945,0.1695,110,-5018937.0,-5.757442,reduction,6.8317194,Q3 2007,CONSUMER DISCRETIONARY,13F,06/30/2021,44.15,65.49
Activision blizzard inc,ATVI,"",57874023.0,5523497000.0,0.153519,0.1589,111,-248370.0,-0.427322,reduction,7.4416092,Q3 2007,INFORMATION TECHNOLOGY,13F,06/30/2021,55.11,78.19
Pnc financial services group  inc. (the) (provident national trust co.),PNC,"",28856767.0,5504716000.0,0.152997,0.1412,112,1475403.0,5.388347,addition,6.7920913,Q4 2008,FINANCE,13F,06/30/2021,124.2441,211.03
Edwards lifesciences corp.,EW,"",52861170.0,5474832000.0,0.152166,0.1405,113,-4280280.0,-7.490674,reduction,8.4804763,Q2 2009,HEALTH CARE,13F,06/30/2021,59.6,119.82
Illumina inc,ILMN,"",11209310.0,5304358000.0,0.147428,0.1261,114,34891.0,0.31224,addition,7.6409748,Q4 2009,HEALTH CARE,13F,06/30/2021,203.8211,415.06
Fedex corporation,FDX,"",17681744.0,5274994000.0,0.146612,0.1546,115,-837681.0,-4.523256,reduction,6.6560287,Q3 2007,TRANSPORTS,13F,06/30/2021,196.62,235.53
Cme group inc,CME,"",24671902.0,5247220000.0,0.14584,0.1482,116,-26949.0,-0.10911,reduction,6.8698102,Q3 2007,FINANCE,13F,06/30/2021,131.7,220.55
Autodesk  inc.,ADSK,"",17923930.0,5231995000.0,0.145417,0.1523,117,-772089.0,-4.129697,reduction,8.1527833,Q4 2008,INFORMATION TECHNOLOGY,13F,06/30/2021,112.08,317.61
Truist financial corp,TFC,"",93724783.0,5201726000.0,0.144576,0.1596,118,606908.0,0.651763,addition,6.9691876,Q3 2007,FINANCE,13F,06/30/2021,49.7376,63.47
U.s. bancorp (first national bank of cincinnati),USB,"",91197135.0,5195503000.0,0.144403,0.1497,119,-880592.0,-0.956357,reduction,6.1510682,Q3 2007,FINANCE,13F,06/30/2021,50.57,60.37
Duke energy corp.,DUK,"",51960081.0,5129501000.0,0.142568,0.1499,120,-873398.0,-1.653115,reduction,6.7549051,Q3 2007,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2021,84.75,102.01
Public storage  inc.,PSA,"",16958463.0,5099242000.0,0.141727,0.124,121,-145129.0,-0.848529,reduction,9.6779278,Q4 2008,REAL ESTATE,13F,06/30/2021,216.41,332.18
Regeneron pharmaceuticals inc.,REGN,"",9033550.0,5045598000.0,0.140236,0.1342,122,-615998.0,-6.383698,reduction,8.5946709,Q4 2009,HEALTH CARE,13F,06/30/2021,465.5,639.94
Boston scientific inc.,BSX,"",117842643.0,5038950000.0,0.140051,0.1485,123,-12894246.0,-9.862745,reduction,8.2763229,Q4 2007,HEALTH CARE,13F,06/30/2021,28.15,43.13
Square inc,SQ,"",20648761.0,5034169000.0,0.139919,0.1454,124,-1137281.0,-5.220228,reduction,5.1960139,Q4 2015,FINANCE,13F,06/30/2021,66.44,254.5
Colgate-palmolive co.,CL,"",61486963.0,5001965000.0,0.139024,0.1414,125,433721.0,0.710398,addition,7.2682203,Q3 2007,CONSUMER STAPLES,13F,06/30/2021,71.3014,76.19
Humana  inc.,HUM,"",11182454.0,4950697000.0,0.137599,0.1522,126,-1169726.0,-9.469794,reduction,8.7019830,Q3 2007,HEALTH CARE,13F,06/30/2021,235.17,463.16
Intercontinental exchange inc,ICE,"",41385359.0,4912443000.0,0.136535,0.1302,127,1710310.0,4.310795,addition,7.3488373,Q4 2008,FINANCE,13F,06/30/2021,69.961,138.46
Becton  dickinson and co.,BDX,"",20181201.0,4907867000.0,0.136408,0.1577,128,-1881904.0,-8.529643,reduction,7.0271208,Q3 2007,HEALTH CARE,13F,06/30/2021,197.93,239.59
Estee lauder companies inc.,EL,"",15374746.0,4890398000.0,0.135923,0.1256,129,681085.0,4.63523,addition,6.5973232,Q4 2008,CONSUMER STAPLES,13F,06/30/2021,116.7902,324.33
Freeport-mcmoran copper & gold  inc,FCX,"",128022385.0,4750910000.0,0.132046,0.1324,130,-8788055.0,-6.423527,reduction,8.7204885,Q3 2007,MATERIALS,13F,06/30/2021,16.31,37.72
Sherwin-williams co.,SHW,"",17354926.0,4728350000.0,0.131419,0.1327,131,-1003043.0,-5.463802,reduction,6.5912512,Q3 2007,MATERIALS,13F,06/30/2021,96.11,316.61
Vertex pharmaceuticals  inc.,VRTX,"",23360089.0,4710095000.0,0.130911,0.1531,132,-884024.0,-3.646345,reduction,9.0044458,Q2 2008,HEALTH CARE,13F,06/30/2021,145.43,184.93
Nxp semiconductors n.v.,NXPI,"",22687604.0,4667296000.0,0.129722,0.1191,133,2560895.0,12.723864,addition,8.5570046,Q1 2011,INFORMATION TECHNOLOGY,13F,06/30/2021,132.0621,200.86
Fiserv inc.,FISV,"",43399816.0,4639005000.0,0.128935,0.1443,134,2163796.0,5.247344,addition,6.5538368,Q4 2008,INFORMATION TECHNOLOGY,13F,06/30/2021,70.3095,98.49
Biogen inc,BIIB,"",13206591.0,4573047000.0,0.127102,0.111,135,-296037.0,-2.19244,reduction,8.8614949,Q3 2007,HEALTH CARE,13F,06/30/2021,272.03,266.68
Csx corp,CSX,"",142288778.0,4564624000.0,0.126868,0.1384,136,-4249156.0,-2.899697,reduction,6.3113345,Q3 2007,TRANSPORTS,13F,06/30/2021,14.19,36.17
Moderna inc,MRNA,"",19390725.0,4556434000.0,0.126641,0.0801,137,-1412672.0,-6.790583,reduction,4.8038900,Q4 2018,HEALTH CARE,13F,06/30/2021,38.26,345.21
